society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
independent,0.34,sector 39,7556.0,1,1,1,1.0,Relatively New,R66303342,house,450.0,0,0,0,0,0,0,0,"28.4434° N, 77.0515° E",28.4434,77.0515
tulip violet,3.1,sector 69,9823.0,4,6,3+,14.0,Relatively New,G69429952,flat,2817.0,0,1,0,1,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
independent,0.9,sector 3,8929.0,3,1,0,1.0,Moderately Old,E70113272,house,1008.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
independent,3.3,sector 57,19097.0,4,4,2,3.0,Moderately Old,P69158988,house,1728.0,0,0,1,0,0,1,60,"28.4232° N, 77.0752° E",28.4232,77.0752
m3m capital,2.9,sector 113,12620.0,4,4,3+,11.0,Under Construction,G68377158,flat,2553.0,1,1,0,0,0,0,49,"28.5287° N, 77.0233° E",28.5287,77.0233
tulip violet,1.7,sector 69,8625.0,4,4,1,12.0,Relatively New,W69355346,flat,1783.0,0,0,0,0,0,0,88,"28.3966° N, 77.0341° E",28.3966,77.0341
pioneer urban presidia,6.5,sector 62,14987.0,4,4,3+,3.0,Moderately Old,L67890434,flat,3925.0,1,0,0,0,0,0,86,"28.4139° N, 77.0886° E",28.4139,77.0886
bhim garh kheri,0.75,sector 3,6410.0,4,2,2,2.0,Old Property,T69080734,house,1170.0,0,0,0,0,0,0,16,"28.4909° N, 77.0176° E",28.4909,77.0176
godrej nature plus,1.9,sector 33,9850.0,3,3,3+,14.0,New Property,I68602138,flat,2143.0,0,1,0,0,0,0,96,"28.4420° N, 77.0207° E",28.442,77.0207
godrej nature plus,1.75,sector 33,8768.0,3,3,0,2.0,Under Construction,S68634010,flat,1996.0,0,0,0,0,0,0,56,"28.4420° N, 77.0207° E",28.442,77.0207
pivotal devaan,0.35,sector 84,6003.0,2,2,1,4.0,Relatively New,S70177248,flat,528.0,0,0,0,0,0,0,37,"28.3979° N, 76.9736° E",28.3979,76.9736
pyramid urban,0.56,sector 67a,7932.0,2,2,2,0.0,Relatively New,V69823998,flat,778.0,0,0,0,0,1,0,49,"28.3960° N, 77.0372° E",28.396,77.0372
not applicable,0.42,sector 4,5600.0,2,2,1,3.0,Relatively New,D68585736,flat,833.0,0,0,0,0,0,1,26,"28.4738° N, 77.0107° E",28.4738,77.0107
independent,2.75,sector 24,7667.0,7,7,3+,3.0,Moderately Old,R41668751,house,3000.0,0,0,0,0,1,1,0,"28.4939° N, 77.1038° E",28.4939,77.1038
bptp terra,1.71,sector 37d,7805.0,3,3,3+,7.0,Relatively New,N69178086,flat,2191.0,1,0,0,0,0,0,38,"28.4478° N, 76.9703° E",28.4478,76.9703
pyramid urban homes 2,0.42,sector 86,8485.0,2,2,1,2.0,New Property,P68674596,flat,557.0,1,1,0,1,1,0,84,"28.3986° N, 76.9384° E",28.3986,76.9384
emaar gurgaon greens,1.45,sector 102,8788.0,3,3,3,7.0,Relatively New,C68648152,flat,1493.0,0,1,0,0,0,0,159,"28.4750° N, 76.9715° E",28.475,76.9715
tulip violet,1.9,sector 69,9453.0,4,4,2,0.0,Relatively New,C69393158,flat,1819.0,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
smart world orchard,2.41,sector 61,14785.0,3,3,3,2.0,New Property,T69058716,flat,1630.0,0,0,0,0,0,1,61,"28.4050° N, 77.0963° E",28.405,77.0963
dlf city plots,17.0,sector 26,37627.0,5,6,3,2.0,Old Property,L69941792,house,4518.0,0,1,1,1,0,1,87,"28.4757° N, 77.1032° E",28.4757,77.1032
emaar mgf emerald floors,3.2,sector 65,10159.0,4,3,2,1.0,Relatively New,C69772638,flat,3150.0,0,1,0,0,0,0,0,"28.4030° N, 77.0690° E",28.403,77.069
satya element one,0.87,sector 49,19333.0,1,1,1,2.0,Relatively New,L69334532,flat,500.0,0,0,0,0,0,0,22,"28.4121° N, 77.0480° E",28.4121,77.048
sare green parc,0.85,sector 92,6741.0,3,2,2,14.0,Relatively New,Q69238056,flat,1261.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
dlf new town heights,1.8,sector 91,7679.0,4,4,3+,6.0,Moderately Old,A70082770,flat,2604.0,0,1,0,1,0,0,81,"28.4014° N, 76.9225° E",28.4014,76.9225
krrish provence estate,7.5,gwal pahari,7500.0,5,6,3+,23.0,Relatively New,V69711876,flat,9050.0,0,1,0,1,1,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
emaar gurgaon greens,1.55,sector 102,9394.0,3,4,3,7.0,Relatively New,L69371102,flat,1315.0,0,1,0,0,0,1,152,"28.4750° N, 76.9715° E",28.475,76.9715
ss the leaf,1.31,sector 85,7988.0,2,2,2,5.0,Relatively New,C69984480,flat,1822.0,0,1,0,0,0,0,89,"28.4042° N, 76.9513° E",28.4042,76.9513
m3m skycity,2.0,sector 65,15267.0,2,2,2,16.0,New Property,N67311426,flat,1186.0,0,0,0,0,0,1,174,"28.4030° N, 77.0690° E",28.403,77.069
shapoorji pallonji joyville gurugram,2.0,sector 102,17730.0,3,3,3+,1.0,Relatively New,H69435294,flat,1456.0,0,0,1,0,0,0,139,"28.4750° N, 76.9715° E",28.475,76.9715
dlf the ultima,2.34,sector 81,11185.0,3,4,3+,14.0,Relatively New,Q69657640,flat,1760.0,0,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
tata primanti,6.75,sector 72,19286.0,4,4,3+,0.0,New Property,R70100752,flat,4000.0,0,1,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
dlf new town heights,1.65,sector 90,6980.0,4,4,3+,15.0,Moderately Old,S69409454,flat,2139.0,0,1,0,0,0,1,137,"28.4085° N, 76.9369° E",28.4085,76.9369
bestech park view grand spa,2.2,sector 81,8271.0,3,4,3+,8.0,Relatively New,R68344512,flat,2481.0,0,1,0,0,0,1,165,"28.3867° N, 76.9485° E",28.3867,76.9485
tarc maceo,1.9,sector 91,6975.0,4,4,3,9.0,Relatively New,B70084692,flat,2465.0,0,1,0,0,0,0,120,"28.4014° N, 76.9225° E",28.4014,76.9225
dlf new town heights,1.65,sector 91,6346.0,4,4,3+,11.0,Moderately Old,T61877736,flat,2139.0,0,1,0,0,0,0,72,"28.4014° N, 76.9225° E",28.4014,76.9225
pioneer park,3.6,sector 61,12627.0,4,4,3,3.0,Moderately Old,E70071544,flat,2580.0,0,1,0,0,0,1,121,"28.4050° N, 77.0963° E",28.405,77.0963
mahindra luminare,5.5,sector 59,18182.0,3,3,1,26.0,Under Construction,V69644728,flat,2738.0,0,1,0,0,0,0,24,"28.4051° N, 77.1097° E",28.4051,77.1097
pyramid urban homes 2,0.41,sector 86,6902.0,2,2,1,3.0,Relatively New,E69867822,flat,668.0,0,0,0,0,0,0,63,"28.3986° N, 76.9384° E",28.3986,76.9384
bestech park view grand spa,2.3,sector 81,8647.0,3,4,3+,7.0,Relatively New,E69343314,flat,2280.0,0,1,0,0,0,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
dlf regal gardens,1.65,sector 90,7449.0,4,4,3+,15.0,Relatively New,Y69685488,flat,2214.0,0,0,0,0,0,1,158,"28.4085° N, 76.9369° E",28.4085,76.9369
the close north,2.65,sector 50,10685.0,3,4,3+,6.0,Moderately Old,K70103464,flat,2470.0,0,1,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
pareena mi casa,1.9,sector 68,9228.0,3,3,3+,1.0,Under Construction,Z64110184,flat,2288.0,0,1,0,0,0,0,49,"28.3853° N, 77.0484° E",28.3853,77.0484
sector 14 rwa,5.51,sector 14,16990.0,3,3,2,4.0,Moderately Old,F70044510,house,3249.0,0,0,0,0,0,0,14,"28.4711° N, 77.0454° E",28.4711,77.0454
dlf new town heights,1.54,sector 90,6514.0,4,4,3+,12.0,Moderately Old,Z69624264,flat,2200.0,0,1,0,1,0,1,111,"28.4085° N, 76.9369° E",28.4085,76.9369
rof ananda,0.32,sector 95,5735.0,2,2,1,10.0,Relatively New,W69978828,flat,610.0,0,0,0,1,0,1,50,"28.4172° N, 76.9081° E",28.4172,76.9081
vatika independent floors,0.67,sector 82,5826.0,2,2,3,2.0,Moderately Old,T59738910,flat,1150.0,0,0,0,0,0,0,53,"28.3935° N, 76.9600° E",28.3935,76.96
emaar gurgaon greens,1.5,sector 102,9091.0,3,3,3,7.0,Relatively New,B69411182,flat,1315.0,0,0,0,1,0,1,174,"28.4750° N, 76.9715° E",28.475,76.9715
ireo victory valley,3.65,sector 67,13529.0,3,4,3+,18.0,Relatively New,B69859308,flat,2490.0,0,1,0,1,0,1,61,"28.3859° N, 77.0608° E",28.3859,77.0608
independent,14.0,sector 43,39886.0,9,9,3+,4.0,Moderately Old,V69541138,house,3510.0,0,1,0,0,0,0,7,"28.4629° N, 77.0772° E",28.4629,77.0772
u block dlf phase 3 road no 21,1.6,sector 24,3292.0,7,5,3+,4.0,Old Property,I59218166,house,540.0,0,0,0,0,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
indiabulls enigma,3.79,sector 110,9896.0,5,5,3,4.0,Relatively New,G46425145,flat,3466.0,0,1,0,0,1,0,125,"28.5145° N, 77.0197° E",28.5145,77.0197
ss almeria,1.48,sector 84,7400.0,3,3,2,1.0,New Property,R68134834,flat,1624.0,0,1,1,0,0,1,139,"28.3979° N, 76.9736° E",28.3979,76.9736
ss the leaf,2.1,sector 85,7468.0,4,4,3,7.0,Relatively New,F70087658,flat,2600.0,1,1,0,1,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
sector 14 rwa,6.5,sector 14,26000.0,5,5,0,4.0,Moderately Old,C69120542,house,2500.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
residency grand,5.0,sector 52,7692.0,5,7,3+,1.0,Moderately Old,U36038313,flat,5778.0,0,1,0,1,0,0,77,"28.4379° N, 77.0785° E",28.4379,77.0785
emaar mgf emerald floors premier,2.25,sector 65,13636.0,3,3,3+,3.0,Relatively New,N66241946,flat,1493.0,1,1,0,0,0,0,152,"28.4030° N, 77.0690° E",28.403,77.069
gls avenue 51,0.45,sector 92,6000.0,3,3,1,10.0,Relatively New,G69076906,flat,833.0,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
satya the hermitage,1.12,sector 103,5625.0,3,4,3+,9.0,New Property,L70174470,flat,1734.0,0,1,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
independent,5.25,sector 24,38889.0,4,4,3+,2.0,Relatively New,P69454768,house,1350.0,0,1,0,1,0,1,72,"28.4939° N, 77.1038° E",28.4939,77.1038
eldeco mansionz,5.15,sector 48,18885.0,5,7,3,2.0,Moderately Old,W62349350,house,2727.0,0,1,0,1,0,1,145,"28.4177° N, 77.0359° E",28.4177,77.0359
ansal heights 86,1.05,sector 86,5541.0,3,3,3,9.0,Under Construction,D26586124,flat,1715.0,0,1,0,0,0,0,0,"28.3986° N, 76.9384° E",28.3986,76.9384
siddhartha apartment,1.1,sector 95,4327.0,4,3,3,9.0,Relatively New,A59296758,flat,2824.0,0,1,0,0,1,0,22,"28.4172° N, 76.9081° E",28.4172,76.9081
m3m woodshire,1.4,sector 107,5930.0,3,4,0,1.0,New Property,G55426686,flat,2137.0,0,0,0,0,0,0,67,"28.5052° N, 76.9729° E",28.5052,76.9729
independent,1.15,sector 105,3285.0,3,2,1,1.0,Moderately Old,F68803576,house,3889.0,0,0,0,0,0,0,0,"28.4952° N, 77.0114° E",28.4952,77.0114
imperia the esfera,0.86,sector 37c,4886.0,3,3,2,0.0,New Property,K42207359,flat,1593.0,0,0,0,0,1,0,35,"28.4515° N, 76.9882° E",28.4515,76.9882
chd avenue,1.25,sector 71,6596.0,3,4,2,14.0,Relatively New,M68092930,flat,1577.0,1,1,0,1,1,2,128,"28.4104° N, 77.0281° E",28.4104,77.0281
bhagwati sadan,1.15,sector 12,5750.0,3,4,2,2.0,Old Property,W68513490,flat,2000.0,1,1,0,0,1,1,28,"28.4723° N, 77.0320° E",28.4723,77.032
vatika the seven lamps,0.85,sector 82,5977.0,2,2,2,9.0,Relatively New,G69160024,flat,1294.0,1,0,0,0,0,0,117,"28.3935° N, 76.9600° E",28.3935,76.96
ramsons kshitij,0.22,sector 95,6471.0,1,1,1,2.0,New Property,N52301370,flat,308.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
central park resorts,3.65,sector 48,15240.0,3,3,3+,9.0,Relatively New,B34721721,flat,2395.0,0,0,0,0,1,1,157,"28.4177° N, 77.0359° E",28.4177,77.0359
sector 57 huda,3.8,sector 57,26063.0,2,8,3+,4.0,Relatively New,T70302452,house,1458.0,0,0,1,1,0,1,94,"28.4232° N, 77.0752° E",28.4232,77.0752
ansal api spanish court,2.9,sector 2,18626.0,4,4,3,2.0,Relatively New,J12592219,house,1557.0,0,0,1,0,0,1,49,"28.5095° N, 77.0320° E",28.5095,77.032
raheja sampada,0.65,sector 92,4745.0,3,2,3,6.0,Relatively New,B68691862,flat,1240.0,0,0,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,7.3,sector 25,12586.0,9,9,2,3.0,Relatively New,Q69161092,house,5800.0,0,1,1,0,0,1,109,"28.4844° N, 77.0860° E",28.4844,77.086
emaar mgf emerald floors premier,2.35,sector 65,14242.0,3,3,2,4.0,Relatively New,U70023960,flat,1650.0,1,1,0,0,0,0,165,"28.4030° N, 77.0690° E",28.403,77.069
sbtl caladium,1.68,sector 109,6601.0,3,3,3+,7.0,Moderately Old,E69848408,flat,2303.0,0,1,0,0,0,0,134,"28.5073° N, 77.0089° E",28.5073,77.0089
imperia the esfera,0.87,sector 37c,5513.0,2,3,3+,9.0,New Property,N70027732,flat,1428.0,1,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
godrej oasis,1.45,sector 88a,8082.0,3,3,3,12.0,Relatively New,I69233150,flat,1993.0,0,0,0,0,0,0,49,"28.4347° N, 76.9557° E",28.4347,76.9557
ss the leaf,1.58,sector 85,7715.0,3,4,3,8.0,Relatively New,B68213610,flat,2227.0,0,1,0,0,0,0,159,"28.4042° N, 76.9513° E",28.4042,76.9513
independent,9.0,sector 25,33333.0,5,5,3,3.0,Old Property,F69978152,house,2700.0,1,1,1,1,0,0,56,"28.4844° N, 77.0860° E",28.4844,77.086
emaar mgf palm hills,1.5,sector 77,12744.0,3,3,3,4.0,Relatively New,R68567906,flat,1310.0,0,0,0,0,0,1,97,"28.3801° N, 76.9845° E",28.3801,76.9845
park view apartments,1.6,sector 15,11034.0,3,3,3+,2.0,Moderately Old,S69153060,flat,1611.0,0,0,0,1,0,0,56,"28.4621° N, 77.0464° E",28.4621,77.0464
independent,2.5,sector 37d,13158.0,5,5,3+,2.0,Relatively New,M62190402,house,1900.0,0,0,0,0,0,0,0,"28.4478° N, 76.9703° E",28.4478,76.9703
shapoorji pallonji joyville gurugram,1.8,sector 102,10638.0,3,3,3,1.0,Relatively New,S70041472,flat,1531.0,0,0,0,0,0,0,141,"28.4750° N, 76.9715° E",28.475,76.9715
antriksh heights,0.54,sector 84,4459.0,2,2,3+,17.0,Relatively New,H67426442,flat,1086.0,0,0,0,0,0,0,81,"28.3979° N, 76.9736° E",28.3979,76.9736
pareena coban residences,1.38,sector 99a,7150.0,4,5,3+,1.0,Relatively New,B69102822,flat,2150.0,0,1,0,0,1,0,49,"28.4561° N, 76.9542° E",28.4561,76.9542
smart world gems,1.71,sector 89,12000.0,3,2,0,3.0,New Property,U68022596,flat,1423.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
smart world orchard,1.6,sector 61,13913.0,2,2,2,4.0,New Property,U69433708,flat,1278.0,1,0,0,0,1,0,29,"28.4050° N, 77.0963° E",28.405,77.0963
signature global orchard avenue,0.85,sector 93,14238.0,2,2,0,10.0,Relatively New,K69125930,flat,597.0,0,0,0,0,0,0,0,"28.4153° N, 76.9326° E",28.4153,76.9326
la vida by tata housing,3.05,sector 113,11338.0,3,4,3,15.0,New Property,Q68408792,flat,2600.0,0,1,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
bestech park view ananda,1.15,sector 81,6928.0,3,2,3+,6.0,Relatively New,X69632472,flat,1463.0,1,0,0,0,0,1,104,"28.3867° N, 76.9485° E",28.3867,76.9485
corona optus,1.5,sector 37c,6361.0,3,4,3+,14.0,New Property,Z42491213,flat,2134.0,0,1,0,0,1,0,83,"28.4515° N, 76.9882° E",28.4515,76.9882
dlf city plots,16.0,sector 26,37780.0,4,4,3,1.0,Relatively New,E69623360,house,4235.0,1,0,1,1,0,0,7,"28.4757° N, 77.1032° E",28.4757,77.1032
emaar mgf marbella,19.0,sector 66,31667.0,5,6,3+,3.0,Relatively New,O69714346,house,6667.0,0,1,1,1,0,1,110,"28.3925° N, 77.0541° E",28.3925,77.0541
orris aster court,0.9,sector 85,5671.0,3,3,3,8.0,Relatively New,L60446362,flat,1436.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
emaar digihomes,2.1,sector 62,14257.0,2,2,2,30.0,New Property,H69537854,flat,1365.0,0,1,0,0,0,0,52,"28.4139° N, 77.0886° E",28.4139,77.0886
orris carnation residency,0.9,sector 85,4532.0,4,4,3,8.0,Moderately Old,L69103748,flat,1575.0,0,0,0,0,0,1,40,"28.4042° N, 76.9513° E",28.4042,76.9513
signature global synera,0.45,sector 81,7525.0,2,2,2,6.0,Relatively New,V69392696,flat,664.0,0,0,1,0,0,1,39,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,5.1,sector 23,16569.0,3,2,0,1.0,Old Property,X70075340,house,3078.0,0,0,0,0,1,0,27,"28.5121° N, 77.0478° E",28.5121,77.0478
ardee city,2.25,sector 52,16071.0,3,3,3,4.0,New Property,F69712868,house,1800.0,0,1,0,0,0,1,22,"28.4379° N, 77.0785° E",28.4379,77.0785
signature global solera,0.28,sector 107,5726.0,2,2,2,10.0,Relatively New,R69242440,flat,543.0,0,0,0,0,0,0,38,"28.5052° N, 76.9729° E",28.5052,76.9729
shree vardhman victoria,1.8,sector 70,9231.0,3,5,3,0.0,New Property,V69957538,flat,2167.0,0,0,0,0,0,0,72,"28.3968° N, 77.0233° E",28.3968,77.0233
independent,1.34,sector 108,5000.0,1,1,0,1.0,Relatively New,K66384020,house,2680.0,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
sbr minda sec 1 imt manesar,0.65,manesar,4260.0,3,2,3+,6.0,Moderately Old,X68197106,flat,1696.0,0,0,0,0,0,0,5,"28.3515° N, 76.9428° E",28.3515,76.9428
independent,4.6,sector 55,21296.0,3,3,3+,2.0,Old Property,B69565628,house,2160.0,0,1,1,1,0,1,37,"28.4281° N, 77.1100° E",28.4281,77.11
raheja vanya,0.59,sector 99a,3976.0,2,2,3,1.0,Under Construction,P60026372,flat,1133.0,0,0,0,0,1,0,96,"28.4561° N, 76.9542° E",28.4561,76.9542
ansal florence super,3.75,sector 57,23148.0,3,4,3,2.0,Moderately Old,N69415184,house,1620.0,1,1,1,0,0,1,38,"28.4232° N, 77.0752° E",28.4232,77.0752
conscient heritage max,3.0,sector 102,10490.0,4,4,3+,7.0,Relatively New,M67522174,flat,3178.0,0,0,0,0,1,1,65,"28.4750° N, 76.9715° E",28.475,76.9715
lig flat,1.5,sector 40,5556.0,1,1,0,0.0,Moderately Old,E64375676,flat,300.0,0,0,0,0,0,0,0,"28.4498° N, 77.0567° E",28.4498,77.0567
park royal apartment,1.71,sector 56,7600.0,3,3,3+,5.0,Moderately Old,R68680194,flat,2251.0,0,1,0,0,0,1,118,"28.4245° N, 77.0991° E",28.4245,77.0991
dlf the grove,6.0,sector 43,25000.0,4,4,2,1.0,Under Construction,E69846304,flat,2667.0,0,1,0,0,0,1,49,"28.4629° N, 77.0772° E",28.4629,77.0772
signature global the millennia,0.6,sector 37d,9231.0,2,2,3,7.0,New Property,L68965444,flat,625.0,0,0,0,0,0,0,35,"28.4478° N, 76.9703° E",28.4478,76.9703
tulip ivory,2.0,sector 70,8333.0,4,5,3+,6.0,Moderately Old,Q68469582,flat,2114.0,0,1,0,0,0,1,95,"28.3968° N, 77.0233° E",28.3968,77.0233
central park 2 bellevue,5.0,sector 48,11628.0,3,4,3,14.0,Moderately Old,I70070186,flat,4778.0,0,0,0,0,0,0,82,"28.4177° N, 77.0359° E",28.4177,77.0359
nul,0.56,gwal pahari,6054.0,2,2,1,11.0,Old Property,D64271316,flat,1028.0,0,0,0,0,0,1,0,"28.4484° N, 77.0210° E",28.4484,77.021
mittal cosmos executive apartments,0.75,sector 2,6550.0,2,2,2,15.0,Old Property,K65460496,flat,1100.0,0,0,0,0,0,1,42,"28.5095° N, 77.0320° E",28.5095,77.032
ireo skyon,2.85,sector 60,13936.0,3,4,3+,5.0,Relatively New,G70024212,flat,2045.0,0,1,0,0,0,1,174,"28.4003° N, 77.0975° E",28.4003,77.0975
godrej summit,1.35,sector 104,5015.0,4,5,3+,0.0,Relatively New,P68403056,flat,2991.0,1,1,1,1,0,0,88,"28.4788° N, 76.9960° E",28.4788,76.996
independent,3.75,sector 54,26042.0,4,4,3,3.0,Moderately Old,B59842588,house,1440.0,0,1,0,0,0,1,13,"28.4348° N, 77.1089° E",28.4348,77.1089
professional society,0.75,manesar,3067.0,3,4,3,3.0,Relatively New,A69377176,flat,2717.0,0,1,0,0,0,0,21,"28.3515° N, 76.9428° E",28.3515,76.9428
tulip lemon,0.6,sector 69,11407.0,2,1,1,11.0,Relatively New,U70031524,flat,584.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
umang winter hills,0.75,sector 77,5589.0,2,2,2,7.0,Relatively New,S69303118,flat,1180.0,0,0,0,0,0,1,174,"28.3801° N, 76.9845° E",28.3801,76.9845
zara aavaas,0.2,sector 104,6645.0,1,1,1,3.0,Relatively New,Q69910288,flat,301.0,0,0,0,0,0,0,67,"28.4788° N, 76.9960° E",28.4788,76.996
kanchanjanga tower,1.45,sector 56,7632.0,3,3,3+,2.0,Moderately Old,E69440440,flat,1719.0,0,0,0,0,0,1,126,"28.4245° N, 77.0991° E",28.4245,77.0991
dlf city plots phase 2,7.5,sector 25,31686.0,9,9,3+,4.0,Relatively New,N69848890,house,2300.5,1,1,0,1,0,1,160,"28.4844° N, 77.0860° E",28.4844,77.086
sare homes,0.8,sector 92,5253.0,3,3,3,7.0,Relatively New,O69809178,flat,1692.0,1,0,0,0,0,1,80,"28.4079° N, 76.9153° E",28.4079,76.9153
the center court,2.1,sector 88a,12174.0,4,4,3,0.0,New Property,C66212648,flat,1745.0,1,1,0,0,0,0,142,"28.4347° N, 76.9557° E",28.4347,76.9557
krrish provence estate,5.5,gwal pahari,9483.0,4,5,3+,11.0,New Property,S69942394,flat,5249.0,1,1,0,1,0,0,151,"28.4484° N, 77.0210° E",28.4484,77.021
bestech park view residency,1.01,sector 2,7138.0,2,2,3,0.0,Moderately Old,C70072076,flat,1281.0,0,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
naman residency,0.5,sector 4,11111.0,2,2,2,2.0,New Property,A62486368,house,450.0,1,1,0,1,1,0,14,"28.4738° N, 77.0107° E",28.4738,77.0107
emaar mgf emerald floors premier,2.85,sector 65,14430.0,4,4,3,3.0,Relatively New,J66934296,flat,2194.0,1,1,0,0,0,0,28,"28.4030° N, 77.0690° E",28.403,77.069
independent,0.8,sector 69,10485.0,1,1,0,1.0,New Property,B66454802,house,763.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
m3m merlin,4.5,sector 67,14268.0,4,4,3+,15.0,Relatively New,A67866916,flat,2854.0,0,1,0,0,0,1,158,"28.3859° N, 77.0608° E",28.3859,77.0608
godrej oasis,1.38,sector 88a,6680.0,3,3,3+,7.0,Relatively New,D66119148,flat,2296.0,0,1,0,0,0,0,72,"28.4347° N, 76.9557° E",28.4347,76.9557
independent,0.61,sector 4,11111.0,2,2,2,2.0,Moderately Old,B69408974,house,61.0,0,0,0,0,1,0,14,"28.4738° N, 77.0107° E",28.4738,77.0107
independent,7.0,sector 39,10000.0,10,11,3+,4.0,Relatively New,A65044918,house,7000.0,0,0,0,1,0,2,38,"28.4434° N, 77.0515° E",28.4434,77.0515
unitech fresco,1.8,sector 50,9590.0,3,4,3+,6.0,Moderately Old,X70105152,flat,1870.0,0,1,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
dlf new town heights,1.25,sector 90,6477.0,3,3,3+,17.0,Relatively New,I41322939,flat,1700.0,0,1,0,1,0,0,65,"28.4085° N, 76.9369° E",28.4085,76.9369
independent,5.5,sector 14,16975.0,5,4,2,2.0,Old Property,W69298054,house,3240.0,1,0,0,0,0,0,27,"28.4711° N, 77.0454° E",28.4711,77.0454
global hill view,0.33,sector 11,4269.0,2,2,0,11.0,Relatively New,X69911106,flat,761.0,0,0,0,0,0,0,0,"28.4531° N, 77.0202° E",28.4531,77.0202
orris aster court premier,1.49,sector 85,5820.0,4,5,3+,10.0,Relatively New,G69158602,flat,2017.0,0,1,0,0,0,1,84,"28.4042° N, 76.9513° E",28.4042,76.9513
shree vardhman victoria,1.15,sector 70,8519.0,2,2,2,6.0,Relatively New,Q69083398,flat,1500.0,1,0,0,0,0,0,85,"28.3968° N, 77.0233° E",28.3968,77.0233
alpha corp gurgaonone,1.15,sector 84,7497.0,2,2,3,14.0,Relatively New,P69430750,flat,1394.0,1,0,0,0,0,0,28,"28.3979° N, 76.9736° E",28.3979,76.9736
m3m woodshire,1.7,sector 107,6142.0,4,5,3+,9.0,Relatively New,D59910562,flat,2505.0,0,1,0,0,0,0,79,"28.5052° N, 76.9729° E",28.5052,76.9729
dlf regency park,2.25,sector 28,14516.0,3,3,2,16.0,Old Property,W66458368,flat,1700.0,0,1,0,0,0,0,89,"28.4728° N, 77.0865° E",28.4728,77.0865
birla navya,3.5,sector 63a,25926.0,3,3,3,1.0,Under Construction,W63605720,flat,1350.0,0,0,0,0,0,0,38,"28.3923° N, 77.0888° E",28.3923,77.0888
m3m woodshire,1.39,sector 107,5887.0,3,4,3+,6.0,Relatively New,H69407182,flat,2057.0,0,1,0,1,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
ansal housing highland park,1.1,sector 103,6243.0,3,3,3+,7.0,New Property,L69361320,flat,1500.0,0,0,0,0,0,0,87,"28.4949° N, 76.9845° E",28.4949,76.9845
independent,0.82,sector 8,9111.0,2,3,3,2.0,Moderately Old,K69990342,house,900.0,0,0,0,0,0,0,12,"28.3738° N, 76.8970° E",28.3738,76.897
chd avenue,1.3,sector 71,5532.0,4,4,3,5.0,Moderately Old,T69344422,flat,2127.0,0,1,0,0,0,0,126,"28.4104° N, 77.0281° E",28.4104,77.0281
independent,10.0,sector 25,37037.0,5,5,3+,3.0,Moderately Old,G69523296,house,9500.0,0,1,0,1,0,2,29,"28.4844° N, 77.0860° E",28.4844,77.086
sare green parc 2,0.61,sector 92,4837.0,3,2,2,6.0,Under Construction,D59682774,flat,1141.0,0,0,0,0,1,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
dlf the skycourt,1.55,sector 86,8031.0,3,3,1,12.0,Relatively New,S69597888,flat,1900.0,0,0,0,1,0,1,153,"28.3986° N, 76.9384° E",28.3986,76.9384
ireo victory valley,2.95,sector 67,12110.0,3,3,3+,14.0,Moderately Old,C69950908,flat,2236.0,0,1,0,1,0,1,165,"28.3859° N, 77.0608° E",28.3859,77.0608
